name,brand,category,basePrice,mrp,stockQty,description,imageUrlList
Sleek Line Men's Checkered Casual Shirt,Sleek Line,Men's Clothing,494.00,1649.00,32,"Key Features of Sleek Line Men's Checkered Casual Shirt This model has a Height of 6 feet Chest 41 inches Shoulders 18.5 inches and is wearing a Shirt of Size L.,Sleek Line Men's Checkered Casual Shirt Price: Rs. 549 Express the real you when you adorn this casual shirt offered exclusively by SLEEK LINE. Made using cotton, this shirt will keep you comfortable all day long. Match up this shirt with low-rise trousers or Jeans, belt and shoes to flaunt a look that will leave a fashion statement about you, to everyone around you.,Specifications of Sleek Line Men's Checkered Casual Shirt General Details Pattern Checkered Ideal For Men's Occasion Casual Shirt Details Sleeve Full Sleeve Number of Contents in Sales Package Pack of 1 Brand Fit Slim Fabric Cotton Collar Semi Spread Collar Fit Slim Fabric Care Use Mild Detergent, Tumble Dry Low, Do Not Dry in Direct Sunlight, Do Not Bleach, Machine Wash at 40°C, Do Not Wring, Use Warm Iron if Required. In the Box 1 Shirt Additional Details Style Code 2BS12_Blue",http://img6a.flixcart.com/image/shirt/6/m/m/2bs12-blue-sleek-line-xl-original-imaegh3j4hhqnfwz.jpeg|http://img5a.flixcart.com/image/shirt/6/m/m/2bs12-blue-sleek-line-xl-original-imaegh3j4hhqnfwz.jpeg|http://img6a.flixcart.com/image/shirt/6/m/m/2bs12-blue-sleek-line-xl-original-imaegh3jbn9kvhqs.jpeg|http://img5a.flixcart.com/image/shirt/6/m/m/2bs12-blue-sleek-line-xl-original-imaegh3jt5mgzwna.jpeg|http://img5a.flixcart.com/image/shirt/6/m/m/2bs12-blue-sleek-line-xl-original-imaegh3jphrw5kvy.jpeg|http://img6a.flixcart.com/image/shirt/v/n/h/2bs12-blue-sleek-line-l-original-imaegh3jhfhkjzvf.jpeg
Rockmantra Fantasy Art 18 Ceramic Mug,SwiftBrand,Coffee Mugs,199.00,499.00,49,"Rockmantra Fantasy Art 18 Ceramic Mug (5.5 l)                          Price: Rs. 199 				 			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications : Material : Ceramic Size : 3.5"""" X 4"""" Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications : Material : Ceramic Size : 3.5"""" X 4""""",http://img6a.flixcart.com/image/mug/b/h/w/1-rockmantra-fantasy-art-18-1100x1100-imae7h56senzzrh2.jpeg|http://img6a.flixcart.com/image/mug/b/h/w/1-rockmantra-fantasy-art-18-original-imae7h56senzzrh2.jpeg|http://img6a.flixcart.com/image/mug/b/h/w/1-rockmantra-fantasy-art-18-original-imae7htex3y6ccym.jpeg
The Curve Full Sleeve Solid Men's Quilted Jacket,SwiftBrand,Men's Clothing,48999.00,69999.00,76,The Curve Full Sleeve Solid Men's Quilted Jacket - Buy Black The Curve Full Sleeve Solid Men's Quilted Jacket For Only Rs. 69999 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img5a.flixcart.com/image/jacket/j/v/y/tc00114-the-curve-s-original-imaead7fgfrybkkx.jpeg|http://img6a.flixcart.com/image/jacket/j/v/y/tc00114-the-curve-s-original-imaead7fgfrybkkx.jpeg|http://img6a.flixcart.com/image/jacket/j/v/y/tc00114-the-curve-s-original-imaead7frzycchbr.jpeg|http://img6a.flixcart.com/image/jacket/j/v/y/tc00114-the-curve-s-original-imaead7fkkebzxhj.jpeg
We Witches Comfy Hues Women Wedges,SwiftBrand,Women's Footwear,899.00,899.00,17,Flipkart.com: Buy We Witches Comfy Hues Women Wedges only for Rs. 899 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img5a.flixcart.com/image/sandal/m/y/z/black-sw303-we-witches-38-original-imadx9x2hngth3dr.jpeg|http://img5a.flixcart.com/image/sandal/m/y/z/black-sw303-we-witches-38-original-imadx9x2dmghfrgg.jpeg|http://img6a.flixcart.com/image/sandal/m/y/z/black-sw303-we-witches-38-original-imadx9x2zwhvrqmx.jpeg|http://img6a.flixcart.com/image/sandal/m/y/z/black-sw303-we-witches-38-original-imadx9x2v7gmj2fx.jpeg|http://img6a.flixcart.com/image/sandal/m/y/z/black-sw303-we-witches-38-original-imadx9x2rzshk7gc.jpeg
Hi Look Alloy Necklace,Hi Look,Necklaces & Chains,371.00,495.00,18,Hi Look Alloy Necklace - Buy Hi Look Alloy Necklace only for Rs. 0.0 from Flipkart.com. Only Genuine Products. 30 Day Replacement Guarantee. Free Shipping. Cash On Delivery!,http://img5a.flixcart.com/image/necklace-chain/d/z/g/n-1003-a-hi-look-necklace-1100x1100-imadsrqgy73hz9tf.jpeg|http://img6a.flixcart.com/image/necklace-chain/d/z/g/n-1003-a-hi-look-necklace-original-imadsrqgy73hz9tf.jpeg|http://img6a.flixcart.com/image/necklace-chain/d/z/g/n-1003-a-hi-look-necklace-original-imadsrqgg2uhdfna.jpeg|http://img5a.flixcart.com/image/necklace-chain/d/z/g/n-1003-a-hi-look-necklace-original-imadsrqggkhjqffn.jpeg
Meee Women's Solid Casual Reversible Shirt,Slim,Women's Clothing,447.00,895.00,51,Meee Women's Solid Casual Reversible Shirt - Buy Ivory Meee Women's Solid Casual Reversible Shirt For Only Rs. 895 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img6a.flixcart.com/image/shirt/b/u/6/shirt-012-ivory-meee-xl-original-imaeahsu3fgxweza.jpeg|http://img6a.flixcart.com/image/shirt/b/u/6/shirt-012-ivory-meee-xl-original-imaeahsxt6cegrww.jpeg|http://img5a.flixcart.com/image/shirt/b/u/6/shirt-012-ivory-meee-xl-original-imaeahsyzbqhzahq.jpeg|http://img5a.flixcart.com/image/shirt/b/u/6/shirt-012-ivory-meee-xl-original-imaeahsyphgegkuy.jpeg|http://img5a.flixcart.com/image/shirt/b/u/6/shirt-012-ivory-meee-xl-original-imaeahsz4rzqws2v.jpeg
Style Buy Style Women Heels,Style Buy Style,Women's Footwear,885.00,2949.00,42,"Key Features of Style Buy Style Women Heels Sandals Black 11,Style Buy Style Women Heels Price: Rs. 885 Synthetic Lether High Heel Sandals, Comfirt in Walking, Good Looking,Specifications of Style Buy Style Women Heels General Ideal For Women Occasion Party Sandal Details Number of Contents in Sales Package Pack of 1 Weight 400 g (per single Sandal) - Weight of the product may vary depending on size. Type Heels Heel Height 2 inch Removable Insole No Outer Material Synthetic Leather Color Black Additional Details Care Instructions Do not Bleach In the Box 1 Pair",http://img6a.flixcart.com/image/sandal/t/b/a/black-307-style-buy-style-9-original-imaehw4zuhjgyute.jpeg|http://img5a.flixcart.com/image/sandal/t/b/a/black-307-style-buy-style-9-original-imaehw5ysj3x39gn.jpeg|http://img6a.flixcart.com/image/sandal/t/b/a/black-307-style-buy-style-9-original-imaehw4zdeanvdkj.jpeg|http://img5a.flixcart.com/image/sandal/t/b/a/black-307-style-buy-style-9-original-imaehw5yzaxz3gaz.jpeg|http://img5a.flixcart.com/image/sandal/t/b/a/black-307-style-buy-style-9-original-imaehw5ycgtbagdh.jpeg|http://img6a.flixcart.com/image/sandal/t/b/a/black-307-style-buy-style-9-original-imaegfkygujehpv8.jpeg
Toddla Full Sleeve Solid Girl's Jacket,Toddla,Kids' Clothing,1800.00,4500.00,38,Specifications of Toddla Full Sleeve Solid Girl's Jacket Jacket Details Sleeve Full Sleeve Hooded No Fabric Fur General Details Pattern Solid Ideal For Girl's In the Box 1 Jacket Additional Details Style Code TJK12,http://img6a.flixcart.com/image/jacket/w/r/d/tjk12-toddla-5-6-years-original-imaeepnmzqq4eqfd.jpeg|http://img5a.flixcart.com/image/jacket/w/r/d/tjk12-toddla-5-6-years-original-imaeepnmzqq4eqfd.jpeg|http://img6a.flixcart.com/image/jacket/4/b/m/tjk12-toddla-3-4-years-original-imaeepnmghesnu3e.jpeg|http://img5a.flixcart.com/image/jacket/w/r/d/tjk12-toddla-5-6-years-original-imaeepnmk7cbqyxp.jpeg
Anjan Brass Cubic Zirconia Yellow Gold Kada,Anjan,"Bangles, Bracelets & Armlets",869.00,1729.00,28,"Anjan Brass Cubic Zirconia Yellow Gold Kada                          Price: Rs. 869 				 			Strikingly Designed, This Golden Coloured KADA From The House Of Anjan Creation Will Catch Your Fancy At Once. Made Of Alloy, These KADA Are High On Quality And Skin Friendly. This KADA Studded is Pearls and Austrian Diamonds with Meenakari. Strikingly Designed, This Golden Coloured KADA From The House Of Anjan Creation Will Catch Your Fancy At Once. Made Of Alloy, These KADA Are High On Quality And Skin Friendly. This KADA Studded is Pearls and Austrian Diamonds with Meenakari.",http://img5a.flixcart.com/image/bangle-bracelet-armlet/n/d/p/202000002-602-free-anjan-1-1100x1100-imae8wtjhgzwbucr.jpeg|http://img5a.flixcart.com/image/bangle-bracelet-armlet/n/d/p/202000002-602-free-anjan-1-original-imae8wtjhgzwbucr.jpeg|http://img5a.flixcart.com/image/bangle-bracelet-armlet/n/d/p/202000002-602-free-anjan-1-original-imae8wtjvfnxae4g.jpeg
Carrel Printed Women's,Carrel,Women's Clothing,999.00,2499.00,69,"Key Features of Carrel Printed Women's Fabric: SwimLycra Brand Color: DARK BLUE, WHITE,Carrel Printed Women's Price: Rs. 999 Max-coverage swimwear collection from CARREL BRAND, Brighten up your swim routine with this best fitting. This swimming costume from the house of Carrel is made of imported swim lycra fabric and comes in Darkblue & White Colour. It has to be washed separately and dry in shade. Attractive & classy caressing the water. This swimwear provides excellent protection and Chlorine resistance. fast drying combined with flatlock stitching gives an unmatched comfort and helps you to that performance you have been striving for. This swimwear with its comfort and style is your perfect companion at any pool, beach or water activity. Time for you to do your own thing and Go With The Flow. This Swimwear Lightly padded, for modesty and support. This Product Support To This Size : L, XL, XXL, 3XL,4XL.,Specifications of Carrel Printed Women's Top Details Neck Round Neck Swimsuit Details Fabric SwimLycra Type Swim-dress General Details Pattern Printed Ideal For Women's Occasion Sports Fabric Care Wash with Similar Colors, Use Detergent for Colors In the Box 1 Swimware",http://img5a.flixcart.com/image/swimsuit/g/z/j/carrel-sw-3091-darkblue-white-carrel-4xl-original-imaehyzmk8hphgua.jpeg|http://img6a.flixcart.com/image/swimsuit/g/z/j/carrel-sw-3091-darkblue-white-carrel-4xl-original-imaehyzmmgz3fgny.jpeg|http://img6a.flixcart.com/image/swimsuit/g/z/j/carrel-sw-3091-darkblue-white-carrel-4xl-original-imaehyzmjgcfwacx.jpeg|http://img6a.flixcart.com/image/swimsuit/g/z/j/carrel-sw-3091-darkblue-white-carrel-4xl-original-imaehyzms4b9k2vf.jpeg|http://img6a.flixcart.com/image/swimsuit/g/z/j/carrel-sw-3091-darkblue-white-carrel-4xl-original-imaehyzmgf2j2yh4.jpeg
Miss Chase Women's Bandage Dress,SwiftBrand,Women's Clothing,959.00,1599.00,54,"Miss Chase Women's Bandage Dress - Buy Off White, Mint Miss Chase Women's Bandage Dress For Only Rs. 1599 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com",http://img5a.flixcart.com/image/dress/f/p/j/1-1-mc-s-14-d-01-33-103-miss-chase-xl-original-imadzw6hcdak3zjg.jpeg|http://img6a.flixcart.com/image/dress/f/p/j/1-1-mc-s-14-d-01-33-103-miss-chase-xl-original-imadzw733yp5wweq.jpeg|http://img6a.flixcart.com/image/dress/f/p/j/1-1-mc-s-14-d-01-33-103-miss-chase-xl-original-imadzs4gcbex5pqz.jpeg|http://img6a.flixcart.com/image/dress/f/p/j/1-1-mc-s-14-d-01-33-103-miss-chase-xl-original-imadzs4fe2vsprzw.jpeg
Avaron Projekt Ship With Swarovski Brooch,Avaron Projekt,Accessories,899.00,1299.00,22,"Key Features of Avaron Projekt Ship With Swarovski Brooch Lapel Pin Brooch,Specifications of Avaron Projekt Ship With Swarovski Brooch (White) General Precious/Artificial Jewellery Fashion Jewellery Ideal For Men In the Box Number of Contents in Sales Package Pack of 1 Sales Package 1 Brooch",http://img6a.flixcart.com/image/brooch/p/y/e/1-ship-with-swarovski-avaron-projekt-ship-with-swarovski-original-imaeg4x7h7yd6cbq.jpeg|http://img5a.flixcart.com/image/brooch/p/y/e/1-ship-with-swarovski-avaron-projekt-ship-with-swarovski-original-imaeg4x7h7yd6cbq.jpeg|http://img5a.flixcart.com/image/brooch/p/y/e/1-ship-with-swarovski-avaron-projekt-ship-with-swarovski-original-imaeg4x777agzczt.jpeg|http://img6a.flixcart.com/image/brooch/p/y/e/1-ship-with-swarovski-avaron-projekt-ship-with-swarovski-original-imaeg4x7jzwcsfnh.jpeg|http://img5a.flixcart.com/image/brooch/p/y/e/1-ship-with-swarovski-avaron-projekt-ship-with-swarovski-original-imaeg4x89tk3pxzn.jpeg
DeStudio Medium Wall Sticker,DeStudio,Wall Decor & Clocks,599.00,1598.00,26,Buy DeStudio Medium Wall Sticker for Rs.599 online. DeStudio Medium Wall Sticker at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,http://img6a.flixcart.com/image/sticker/y/e/j/ds-592-8-destudio-150-floral-circle-decorative-size-mega-mega-original-imaeytn7tudgazvu.jpeg|http://img5a.flixcart.com/image/sticker/y/e/j/ds-592-8-destudio-150-floral-circle-decorative-size-mega-mega-original-imaeytn7tudgazvu.jpeg|http://img6a.flixcart.com/image/sticker/q/q/m/ds-2751-8-destudio-150-destudio-true-beauty-one-wall-stickers-original-imaeytn6akzsh3tk.jpeg|http://img5a.flixcart.com/image/sticker/g/k/r/ds-4002-s-pnk-destudio-60-a-bird-dosn-t-sing-wall-decal-small-original-imaeytttzdtddj2y.jpeg
Navaksha Necktie Men's  Combo,SwiftBrand,Men's Clothing,756.00,1550.00,59,"Navaksha Necktie Men's  Combo                          Price: Rs. 756 				 			Navaksha is a fast growing Brand in Fashion Accessories like Neckties, Bow Ties, Cravats, Cufflinks, Suspenders etc and commited to provide quality products to meet customer's expectations.This Multi Color Micro Fibre Tie with Pocket Square is made of good quality Micro Fiber fabric, suitable for both Formal and Party wear. Navaksha is a fast growing Brand in Fashion Accessories like Neckties, Bow Ties, Cravats, Cufflinks, Suspenders etc and commited to provide quality products to meet customer's expectations.This Multi Color Micro Fibre Tie with Pocket Square is made of good quality Micro Fiber fabric, suitable for both Formal and Party wear.",http://img5a.flixcart.com/image/apparels-combo/h/x/f/ichts206-navaksha-original-imaeceu7egd4s2tq.jpeg|http://img6a.flixcart.com/image/apparels-combo/h/x/f/ichts206-navaksha-original-imaeceu7egd4s2tq.jpeg|http://img5a.flixcart.com/image/apparels-combo/h/x/f/ichts206-navaksha-original-imaeceu7g8zutnvx.jpeg
Rockmantra Black And White Bold Girl Ceramic Mug,SwiftBrand,Coffee Mugs,199.00,499.00,29,"Rockmantra Black And White Bold Girl Ceramic Mug (5.5 l)                          Price: Rs. 199 				 			Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications : Material : Ceramic Size : 3.5"""" X 4"""" Give a thrilling yet fresh start to your day. An exclusive creation by Rockmantra, this mug features porcelain crafting ensuring the design stays permanent for years to come and making it a perfect pick to gift your loved ones too!Dishwasher and microwave safe. Product details and specifications : Material : Ceramic Size : 3.5"""" X 4""""",http://img6a.flixcart.com/image/mug/f/g/a/1-rockmantra-black-and-white-bold-girl-1100x1100-imae7ssg2zh5syzk.jpeg|http://img5a.flixcart.com/image/mug/f/g/a/1-rockmantra-black-and-white-bold-girl-original-imae7ssg2zh5syzk.jpeg|http://img5a.flixcart.com/image/mug/f/g/a/1-rockmantra-black-and-white-bold-girl-original-imae7zwypqtcrtsg.jpeg
Alibi By INMARK Women's Solid Casual Shirt,Regular Fit,Women's Clothing,316.00,799.00,17,Alibi By INMARK Women's Solid Casual Shirt - Buy Blue Alibi By INMARK Women's Solid Casual Shirt For Only Rs. 799 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,http://img5a.flixcart.com/image/shirt/z/k/a/alwt000319a-alibi-xl-original-imae87dezztzszhq.jpeg|http://img5a.flixcart.com/image/shirt/z/k/a/alwt000319a-alibi-xl-original-imae87dewvht3tks.jpeg|http://img5a.flixcart.com/image/shirt/z/k/a/alwt000319a-alibi-xl-original-imae87deq4z9fsck.jpeg|http://img5a.flixcart.com/image/shirt/z/k/a/alwt000319a-alibi-l-original-imae87decqwezehn.jpeg|http://img6a.flixcart.com/image/shirt/z/k/a/alwt000319a-alibi-xl-original-imae87demzez6wyf.jpeg
"Calibra Women's Full Coverage, T-Shirt Bra",Maroon,Women's Clothing,219.00,250.00,77,"Calibra Women's Full Coverage, T-Shirt Bra - Buy Maroon Calibra Women's Full Coverage, T-Shirt Bra For Only Rs. 250 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com",http://img6a.flixcart.com/image/bra/u/j/g/soniya-mr-calibra-32c-original-imaeym74uzp5fyye.jpeg|http://img6a.flixcart.com/image/bra/u/j/g/soniya-mr-calibra-32c-original-imaeym74dg2tfw8w.jpeg|http://img6a.flixcart.com/image/bra/u/j/g/soniya-mr-calibra-32c-original-imaeym74v4veukpy.jpeg
Blacksmith Analog Wall Clock,SwiftBrand,Wall Decor & Clocks,799.00,1400.00,48,Buy Blacksmith Analog Wall Clock for Rs.799 online. Blacksmith Analog Wall Clock at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,http://img6a.flixcart.com/image/wall-clock/w/j/g/nbs-197-lilac-blacksmith-analog-nbs-197-lilac-original-imae2t37ty44fgqk.jpeg|http://img5a.flixcart.com/image/wall-clock/w/j/g/nbs-197-lilac-blacksmith-analog-nbs-197-lilac-original-imae2t37ty44fgqk.jpeg
IDBC GLOBAL Shoulder Bag,SwiftBrand,Bags,249.00,799.00,42,"IDBC GLOBAL Shoulder Bag (Blue-08)                          Price: Rs. 249 				 			Jhola bags, must for girls/women, light weight, beautiful embroidery work, various colour available, small pocket inside for keeping mobile, currency, comestic etc, eco-friendly Jhola bags, must for girls/women, light weight, beautiful embroidery work, various colour available, small pocket inside for keeping mobile, currency, comestic etc, eco-friendly",http://img6a.flixcart.com/image/hand-messenger-bag/j/f/f/idbc1008-idbc-shoulder-bag-handicraft-canvas-original-imae6p939cyrxchg.jpeg|http://img6a.flixcart.com/image/hand-messenger-bag/j/f/f/idbc1008-idbc-shoulder-bag-handicraft-canvas-original-imae6p93khwxdxfh.jpeg|http://img6a.flixcart.com/image/hand-messenger-bag/j/f/f/idbc1008-idbc-shoulder-bag-handicraft-canvas-original-imae6p94c6mfhvvr.jpeg|http://img5a.flixcart.com/image/hand-messenger-bag/j/f/f/idbc1008-idbc-shoulder-bag-handicraft-canvas-original-imae6p945yca4kpt.jpeg
